timestamp,class,confidence,x1,y1,x2,y2,width,height,center_x,center_y,area
2025-06-21T00:35:29.634028,person,0.886,86,67,119,170,33,103,103,119,3399
2025-06-21T00:35:29.634028,person,0.885,49,72,84,169,34,97,67,121,3298
2025-06-21T00:35:29.634028,person,0.868,124,69,152,164,28,95,138,116,2660
2025-06-21T00:35:29.634028,person,0.855,159,68,189,166,29,97,174,117,2813
2025-06-21T00:35:29.634028,car,0.622,0,78,50,143,50,65,25,111,3250
