tiempo,x_real,y_real,x_observado,y_observado,x_estimado,y_estimado,vx_real,vy_real,vx_estimado,vy_estimado
4.5,1.5877984814245525,7.073994344243278,2.760532789090518,8.707420239694327,2.545544853092162,7.886123314475464,-2.012425917114474,0.9639102543335865,-0.7773004354316975,1.7638665100926658
4.6000000000000005,1.38437806847419,7.167530771718227,-0.47104799784293294,7.263950800361421,2.2144804822777058,7.9936729825626305,-2.055158957482713,0.9059569910426069,-0.8690148461422849,1.7389455158010614
4.7,1.1767666899280098,7.2551857424518,-0.8039182296984047,5.638568575557841,1.8790466129277663,7.953158959471538,-2.0962131190595725,0.8463050245012615,-0.9578845796296568,1.6622777088724021
4.800000000000001,0.9651354446622754,7.33679177661848,1.748047793087622,6.263836212728528,1.7803204395531356,7.964572094491642,-2.1355248809768415,0.7850033169558923,-0.9589229765398645,1.6075552402149498
4.9,0.7496617137326415,7.412186405842978,1.1951387235824207,8.431583029244992,1.6442294133238364,8.15048875560268,-2.1730321607725176,0.7221031145596424,-0.9729799950296244,1.6163537913588863
5.0,0.5305290125077718,7.481212399530408,0.9062682880265867,6.385662451954703,1.4950705474921493,8.156179508310446,-2.2086743942931455,0.6576579047833331,-0.990934820009195,1.5623639783797956
5.1000000000000005,0.30792683487401235,7.543717986799645,0.8275991491194759,7.868405871172607,1.350618221760399,8.276982119558067,-2.2423926143246984,0.5917233710866787,-1.006493966029679,1.5502093594726274
5.2,0.08205048964283218,7.599557073747744,-0.937986592724904,7.667914833603464,1.0777327146246163,8.371853939865813,-2.2741295278598055,0.5243573448884042,-1.0650727804198563,1.5297521866423731
5.300000000000001,-0.14689907069794877,7.6485894557773255,0.20148147504355657,6.6711889343686,0.9114208736059678,8.380812252830282,-2.3038295919097274,0.4556197548764551,-1.0852537306399448,1.4811539215582799
5.4,-0.3787154287391133,7.690681024723035,0.06089328120890858,10.906597158711023,0.7459667031797091,8.71135009927869,-2.331439087771193,0.38557257370273046,-1.1043266189461554,1.542271023209429
5.5,-0.6131868882521874,7.725703970517872,-1.684714015291739,8.676582503994888,0.45964788289750524,8.851250478548149,-2.356906193659416,0.31427976210979036,-1.1628685774783305,1.5375025159290905
5.6000000000000005,-0.8500966674709965,7.753536977144993,1.9485650992461383,4.715823097158582,0.46364971276786804,8.683583935380433,-2.380181055619882,0.2418072105398439,-1.1230694987415009,1.431157583788668
5.7,-1.0892230993761638,7.77406541262584,-0.3784737180084825,8.053746884779981,0.2972514535927332,8.769411278712987,-2.4012158566335677,0.16822267827940163,-1.1408702088961395,1.4123047498558887
5.800000000000001,-1.3303398387977101,7.787181512800873,-3.1172950846016834,6.7945018156482915,-0.05889647608950177,8.755440711585775,-2.419964883831265,0.09359573019560585,-1.2201445063721423,1.3614768254198273
5.9,-1.5732160761424168,7.792784558664962,-0.5883856631916722,9.071434560859297,-0.21049783296624983,8.90464709739557,-2.4363845937349247,0.017997671123444192,-1.229792318194124,1.3657350574481089
6.0,-1.817616757544695,7.790781047025562,-3.279639262885677,6.601999939376511,-0.5453674939181796,8.865789829665944,-2.450433675445707,-0.05849852203458017,-1.2986215743029086,1.3087491440858658
6.1000000000000005,-2.063302811231558,7.7810848542580455,-0.8826759056178801,7.608980192057697,-0.6900145461241309,8.897763126613974,-2.4620731116998607,-0.13581827043178674,-1.3034079938202976,1.2767310175251105
6.2,-2.3100313798846672,7.763617392939205,-0.572138011373561,8.52109831140989,-0.8028165531406946,8.989800207866773,-2.4712662377166716,-0.21388546555653587,-1.2977467898136634,1.2652283565761901
6.300000000000001,-2.5575560587748924,7.738307761146738,-3.788579536302458,9.036940552401921,-1.1327481944619242,9.11075965999695,-2.477978797763487,-0.292622543597707,-1.3621889171337065,1.263437180963738
6.4,-2.8056271394373646,7.705092884219663,-1.3605629455708819,5.904648273635999,-1.275336849009731,9.005357654958356,-2.4821789993661225,-0.3719505618240815,-1.3642352382201066,1.1889876021865826
6.5,-3.053991858648117,7.663917648781922,-2.4348204682433696,7.162165795020499,-1.482386072802753,8.988805893671378,-2.483837565094691,-0.45178927690320503,-1.3868824129839425,1.1455533900846149
6.6000000000000005,-3.302394652456303,7.614735028839022,-2.069304412464568,6.9023170620975876,-1.6518035966627163,8.952464386405413,-2.4829277818572693,-0.5320572250824718,-1.39672121514813,1.0972397265710179
6.7,-3.550577415019571,7.557506203765428,-0.7053879410386497,6.57751235490486,-1.7175022190475528,8.892956937716423,-2.479425547636789,-0.6126718041531687,-1.373065775374596,1.0431224583259664
6.800000000000001,-3.7982797619836606,7.492200668008389,-4.1663619359879664,10.140382028430034,-2.0112817899869206,9.074648451014575,-2.4733094156080537,-0.6935493571160922,-1.4230548297462853,1.0678431230520617
6.9,-4.0452392981411815,7.418796332342209,-5.1758435446774165,8.026268898783643,-2.3569867597333536,9.103689608517563,-2.4645606355756455,-0.7746052574648088,-1.487988679868092,1.043024169759484
7.0,-4.29119188909879,7.337279616515427,-5.625463533537075,5.445953685012859,-2.7146019578235334,8.956179157728357,-2.4531631926749853,-0.8557539960009342,-1.554618180625712,0.9626752542544991
7.1000000000000005,-4.535871936676179,7.247645533142022,-5.759587364124336,8.624438453724187,-3.062490075104518,9.023943700876933,-2.4391038432823953,-0.9369092690937642,-1.6159990068162595,0.9535832714633977
7.2,-4.779012657755269,7.149897762696674,-4.894665221876425,10.333132058215623,-3.334810796792366,9.19975111753267,-2.4223721480824523,-1.0179840682944352,-1.6513124488488258,0.9792418082511919
7.300000000000001,-5.020346366292669,7.044048719483135,-4.508618404067703,8.592746610309856,-3.5664963234119433,9.251162834839734,-2.402960502243592,-1.0988907712136076,-1.6725398479201892,0.9644067202725428
7.4,-5.259604758203987,6.9301196084539525,-4.844568559208959,4.651064659522932,-3.8067394306339724,9.039005544404674,-2.380864162656491,-1.1795412335691235,-1.6958233531081965,0.8659640753854257
7.5,-5.496519198823967,6.808140472769311,-4.255744325269932,6.081789363469934,-3.994610848696128,8.926374872910673,-2.3560812721920854,-1.2598468823092013,-1.7016591922105602,0.8023929715812778
7.6000000000000005,-5.730821012642404,6.678150231992112,-5.711318174825544,8.578516955772047,-4.265638398589236,8.978694721596709,-2.3286128809394846,-1.3397188097149737,-1.7338552792220328,0.7934807917331995
7.7,-5.962241775011864,6.540196710826316,-3.7819406592758886,5.478692512398145,-4.396313705113742,8.825386072316958,-2.2984629643871335,-1.419067868384456,-1.7202153368448088,0.7191795058601094
7.800000000000001,-6.190513605519831,6.394336658315221,-6.587498855376765,7.060065800534564,-4.699174275384788,8.778253502667257,-2.265638438513471,-1.4978047669993666,-1.76202275612711,0.6811389092222896
7.9,-6.415369462714558,6.240635757426443,-2.33511571283013,7.402586837570448,-4.711241823293933,8.753079915049742,-2.2485585719472745,-1.5370090088877841,-1.7095446903284754,0.6513125190031588
